Client Name,Total Assistance,Total Investment,Investment Gain,Condition,Estimated Jobs,Country,SME,Ownership,Status,Constituency,Sector
Moment Health App,10000,10000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Momentum Group,49000,666000,617000.0,Creating Jobs / Capital Investment / Business Development,8,Northern Ireland,SME,Local,Local,NORTH DOWN,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Montracon Limited,10875,27510,16635.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,MANUFACTURING
Moon & Spoon,14688,48960,34272.0,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,SOUTH DOWN,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
Moon & Spoon,16896,42590,25694.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
Mooney Hotel Group,32274,174566,142292.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
Mooney Hotel Group,23531,96852,73321.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
Moorcroft Foods Limited,3000,6000,3000.0,Developing Innovation & Technology  ,0,South Africa,SME,External,Existing,STRANGFORD,MANUFACTURING
Moorcroft Foods Limited,2140,6508,4368.0,Developing Innovation & Technology  ,0,South Africa,SME,External,Existing,STRANGFORD,MANUFACTURING
Moore Concrete Products Limited,16710,55700,38990.0,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Moore Concrete Products Limited,37485,170800,133315.0,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Moore Concrete Products Limited,44290,98892,54602.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Sensumco Limited,25000,49827.07,24827.07,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Moore Concrete Products Limited,12338,37600,25262.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Moore Concrete Products Limited,45367,154602,109235.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Moore Concrete Products Limited,1606,3212,1606.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Moore Concrete Products Limited,76614,355706,279092.0,Developing Skills,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Moore Concrete Products Limited,335,670,335.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Moore Concrete Products Limited,95000,917600,822600.0,Creating Jobs / Capital Investment / Business Development,10,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Moore Concrete Products Limited,24570,66565,41995.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Moore Concrete Products Limited,314144,1692397,1378253.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Moore Concrete Products Limited,2500,5000,2500.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Moore Concrete Products Limited,25000,65000,40000.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Moore Concrete Products Limited,340,680,340.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Moore Concrete Products Limited,900,1800,900.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Moore Concrete Products Limited,445,890,445.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Moore Concrete Products Limited,1250,2500,1250.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Moores Coleraine,18795,37590,18795.0,Covid Support,0,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Moorings Mediquip UK Ltd,6870,40358,33488.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Moorings Mediquip UK Ltd,8013,16025,8012.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Moorings Mediquip UK Ltd,5477,10954,5477.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Moover Limited,40800,174000,133200.0,Creating Jobs / Capital Investment / Business Development,6,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Moover Limited,6652,19030,12378.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Moran's Retail Ltd,1770,3540,1770.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,FOYLE,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
Morelli Ice Cream Ltd,78000,378384,300384.0,Other,0,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,MANUFACTURING
MoreySmith Limited,78000,834000,756000.0,Creating Jobs / Capital Investment / Business Development,13,Great Britain,SME,External,New,BELFAST NORTH,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Morgan Fuel & Lubes Limited,9900,19800,9900.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Morgan Fuel & Lubes Limited,9900,19800,9900.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Morgan Fuel & Lubes Limited,8085,16170,8085.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Morris Fresh Produce Ltd,24000,24000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Morrissey CA Limited,3000,10000,7000.0,Other,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
Morrow Foods,33300,318820,285520.0,Creating Jobs / Capital Investment / Business Development,4,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING
Morson Projects Limited,49520,120780,71260.0,Developing Skills,0,Great Britain,Non SME,External,Existing,BELFAST SOUTH,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Mortgage Propeller,24800,327500,302700.0,Creating Jobs / Capital Investment / Business Development,4,Northern Ireland,SME,Local,Local,MID ULSTER,INFORMATION AND COMMUNICATION
Mortgage Propeller,35000,35000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,MID ULSTER,INFORMATION AND COMMUNICATION
MotherBee,6000,20000,14000.0,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
Motion R Design Ltd,20800,210000,189200.0,Creating Jobs / Capital Investment / Business Development,4,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Motion R Design Ltd,47000,214000,167000.0,Creating Jobs / Capital Investment / Business Development,7,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Moto-Graphix,27500,27500,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Mount Mills,1540,3850,2310.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,MANUFACTURING
Mount Mills,4050,8100,4050.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,MANUFACTURING
Mountain Technologies Limited,1655,3310,1655.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,INFORMATION AND COMMUNICATION
Mountain Technologies Limited,1680,4946,3266.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,INFORMATION AND COMMUNICATION
Mountain Technologies Limited,171000,450000,279000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,INFORMATION AND COMMUNICATION
Mountain Technologies Limited,92525,372000,279475.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,INFORMATION AND COMMUNICATION
Mourne Craft,5160,17200,12040.0,Other,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,MANUFACTURING
Mourne Craft,12020,31850,19830.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,MANUFACTURING
Mourne Decking & Cladding Solutions Ltd,5000,6800,1800.0,Covid Support,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Mourne Dew Distillery Ltd,43298,81900,38602.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,MANUFACTURING
Mourne Dew Distillery Ltd,4798,9595,4797.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,MANUFACTURING
Mourne Dew Distillery Ltd,9079,19560,10481.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,MANUFACTURING
Mourne Dew Distillery Ltd,1408,2815,1407.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,MANUFACTURING
Mourne Dew Distillery Ltd,2250,4500,2250.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,MANUFACTURING
Mourne Dew Distillery Ltd,1618,3236,1618.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,MANUFACTURING
Mourne Mountains Brewery,15900,259000,243100.0,Creating Jobs / Capital Investment / Business Development,4,Northern Ireland,SME,Local,Local,SOUTH DOWN,MANUFACTURING
Mourne Mountains Brewery,1475,2950,1475.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,MANUFACTURING
Mourne Timber Solutions Ltd,2275,5687,3412.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,"AGRICULTURE, FORESTRY AND FISHING"
Mourne Timber Solutions Ltd,5880,12000,6120.0,Developing Skills,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,"AGRICULTURE, FORESTRY AND FISHING"
Mourne Timber Solutions Ltd,1838,3676,1838.0,Developing Skills,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,"AGRICULTURE, FORESTRY AND FISHING"
Mourne Timber Solutions Ltd,14400,122000,107600.0,Creating Jobs / Capital Investment / Business Development,2,Northern Ireland,SME,Local,Local,SOUTH DOWN,"AGRICULTURE, FORESTRY AND FISHING"
Mourne Timber Solutions Ltd,3515,16348,12833.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,"AGRICULTURE, FORESTRY AND FISHING"
Mourne Timber Solutions Ltd,1100,3672,2572.0,Developing Skills,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,"AGRICULTURE, FORESTRY AND FISHING"
Mourne Weavers,29360,445034,415674.0,Creating Jobs / Capital Investment / Business Development,6,Northern Ireland,SME,Local,Local,SOUTH DOWN,MANUFACTURING
Movetru,10000,10000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Movetru,35000,35000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Movetru,15000,24000,9000.0,Other,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Moy Park Limited,866844,3318216,2451372.0,Investing in R&D,0,Brazil,Non SME,External,Existing,UPPER BANN,MANUFACTURING
Moy Park Limited,549378,3275666,2726288.0,Developing Skills,0,United States of America,Non SME,External,Existing,UPPER BANN,MANUFACTURING
Moy Park Limited,49485,251765,202280.0,Investing in R&D,0,United States Of America,Non SME,External,Existing,UPPER BANN,MANUFACTURING
Moy Park Limited,82250,300374,218124.0,Investing in R&D,0,United States Of America,Non SME,External,Existing,UPPER BANN,MANUFACTURING
Moy Park Limited,15525,43200,27675.0,Other,0,United States Of America,Non SME,External,Existing,UPPER BANN,MANUFACTURING
Moyle Engineering,11700,29250,17550.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
Moyola Precision Engineering Limited,12160,44951,32791.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING
Moyola Precision Engineering Limited,1000000,10185000,9185000.0,Creating Jobs / Capital Investment / Business Development,50,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING
Moyola Precision Engineering Limited,19262,53245,33983.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING
Moyola Precision Engineering Limited,249732,935384,685652.0,Developing Skills,0,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING
Moyola Precision Engineering Limited,22500,45000,22500.0,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING
Moyola Precision Engineering Limited,8000,10000,2000.0,Covid Support,0,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING
MPA Recruitment Ltd,49950,110000,60050.0,Other,0,Northern Ireland,Non SME,Local,Local,FOYLE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
MPM Specialist Vehicles Limited,36900,184500,147600.0,Creating Jobs / Capital Investment / Business Development,6,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
MPM Specialist Vehicles Limited,11376,28890,17514.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
N.I. Advanced Engineering Competence Centre Limited,45000,90000,45000.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST EAST,OTHER SERVICE ACTIVITIES
MR Foods,90000,518000,428000.0,Creating Jobs / Capital Investment / Business Development,4,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
MSM Print & Promotions,1542,3084,1542.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
MSM Print & Promotions,3658,9144,5486.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
MSM Print & Promotions,8620,26184,17564.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
MSM Print & Promotions,1923,3846,1923.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
MSO Cleland,49932,265439,215507.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST EAST,MANUFACTURING
MSO Cleland,900000,12745000,11845000.0,Creating Jobs / Capital Investment / Business Development,35,Northern Ireland,SME,Local,Local,BELFAST EAST,MANUFACTURING
MTS Sulby,21550,189000,167450.0,Creating Jobs / Capital Investment / Business Development,3,Northern Ireland,SME,Local,Local,BELFAST NORTH,EDUCATION
MTS Sulby,5390,11000,5610.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST NORTH,EDUCATION
MTS Sulby,49208,167866,118658.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,BELFAST NORTH,EDUCATION
MTS Sulby,900,1800,900.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST EAST,EDUCATION
MTS Sulby,40000,40000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST NORTH,EDUCATION
MTS Sulby,50000,100000,50000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST NORTH,EDUCATION
Muckross Estate Limited,6718,16794,10076.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,"ARTS, ENTERTAINMENT AND RECREATION"
Mulberry House Manufacturing Ltd,11861,29803,17942.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Muldoon & Co Ltd,48180,336500,288320.0,Creating Jobs / Capital Investment / Business Development,7,Northern Ireland,SME,Local,Local,BELFAST SOUTH,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Muldoon & Co Ltd,5180,10360,5180.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Muldoon Transport Systems Limited,49370,180830,131460.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
Muldoon Transport Systems Limited,26347,52694,26347.0,Developing Skills,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
Mulkerns ,9407,18815,9408.0,Covid Support,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Mullaghmore Home Bakery,47869,300745,252876.0,Creating Jobs / Capital Investment / Business Development,10,Northern Ireland,SME,Local,Local,WEST TYRONE,MANUFACTURING
Mullaghmore Home Bakery,4196,12075,7879.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,WEST TYRONE,MANUFACTURING
Mullaghmore Home Bakery,44188,521148,476960.0,Creating Jobs / Capital Investment / Business Development,8,Northern Ireland,SME,Local,Local,WEST TYRONE,MANUFACTURING
Multi Packaging Solutions Belfast Limited,88139,542379,454240.0,Developing Skills,0,United States Of America,Non SME,External,Existing,SOUTH ANTRIM,MANUFACTURING
Multishower GB Ltd,141590,300000,158410.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,MANUFACTURING
Mulvaney Corporate Services,30000,361000,331000.0,Creating Jobs / Capital Investment / Business Development,6,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Mulvaney Corporate Services,2070,4140,2070.0,Developing Skills,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Munster Simms Engineering Limited,894212,3127915,2233703.0,Investing in R&D,0,United States of America,Non SME,External,Existing,NORTH DOWN,MANUFACTURING
Munster Simms Engineering Limited,33676,136361,102685.0,Developing Skills,0,United States Of America,Non SME,External,Existing,NORTH DOWN,MANUFACTURING
Murdock Builders Merchants Limited,87191,249117,161926.0,Developing Skills,0,Northern Ireland,Non SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Murdock Builders Merchants Limited,35000,70200,35200.0,Other,0,Northern Ireland,Non SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Murphy & Bailey Ltd,4800,6000,1200.0,Covid Support,0,Northern Ireland,SME,Local,Local,BELFAST EAST,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Murphys Stores,2400,3000,600.0,Covid Support,0,Northern Ireland,SME,Local,Local,BELFAST NORTH,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Musikhopper,6000,20000,14000.0,Other,0,Northern Ireland,SME,Local,Local,BELFAST WEST,INFORMATION AND COMMUNICATION
MVPX Ltd,15000,15000,0.0,Other,0,Northern Ireland,SME,Local,Local,BELFAST EAST,INFORMATION AND COMMUNICATION
MWH Groundworks Ltd,24000,175000,151000.0,Creating Jobs / Capital Investment / Business Development,6,Northern Ireland,SME,Local,Local,EAST ANTRIM,CONSTRUCTION
My Ticket,9900,19800,9900.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,INFORMATION AND COMMUNICATION
My Ticket,10000,21300,11300.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,INFORMATION AND COMMUNICATION
mybizfx,33000,140000,107000.0,Creating Jobs / Capital Investment / Business Development,4,Northern Ireland,SME,Local,Local,FOYLE,FINANCIAL AND INSURANCE ACTIVITIES
MyLife Bathrooms Limited,96000,1218080,1122080.0,Creating Jobs / Capital Investment / Business Development,16,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
MyLife Bathrooms Limited,21800,64350,42550.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Mynurserypal Ltd,2500,5000,2500.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,INFORMATION AND COMMUNICATION
Mynurserypal Ltd,3500,7000,3500.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,INFORMATION AND COMMUNICATION
Mynurserypal Ltd,6860,14000,7140.0,Developing Skills,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,INFORMATION AND COMMUNICATION
Mynurserypal Ltd,10000,20000,10000.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,INFORMATION AND COMMUNICATION
Mynurserypal Ltd,18630,46575,27945.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,INFORMATION AND COMMUNICATION
Myth Digital,25000,158000,133000.0,Creating Jobs / Capital Investment / Business Development,3,Northern Ireland,SME,Local,Local,NORTH DOWN,INFORMATION AND COMMUNICATION
N.I. Business Communications Limited,48000,418000,370000.0,Creating Jobs / Capital Investment / Business Development,8,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,INFORMATION AND COMMUNICATION
N.I. Business Communications Limited,5730,11460,5730.0,Developing Skills,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,INFORMATION AND COMMUNICATION
N.I. Business Communications Limited,9000,18000,9000.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,INFORMATION AND COMMUNICATION
N.I. Business Communications Limited,10000,26000,16000.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,INFORMATION AND COMMUNICATION
N.I. Business Communications Limited,11590,23180,11590.0,Covid Support,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,INFORMATION AND COMMUNICATION
N.I. Precision Ltd,5138,10276,5138.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
N.I. Precision Ltd,5350,10700,5350.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
N.I. Precision Ltd,29250,58500,29250.0,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
N.K. Coatings Ltd,25000,92045,67045.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,MANUFACTURING
Nacelle Group Holdings Limited ,98048,295875,197827.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Nacelle Systems Consultancy Ltd,39596,98990,59394.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Naked Hockey,16125,53750,37625.0,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,BELFAST SOUTH,MANUFACTURING
Name cannot be released,18450,246900,228450.0,Creating Jobs / Capital Investment / Business Development,6,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,CONSTRUCTION
Name cannot be released,850,1700,850.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,MANUFACTURING
Name cannot be released,3020,8760,5740.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,INFORMATION AND COMMUNICATION
Name cannot be released,5000,10635,5635.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Name cannot be released,7167,17918,10751.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH DOWN,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Name cannot be released,2408,4815,2407.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Name cannot be released,4065,8130,4065.0,Developing Skills,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Name cannot be released,2310,4620,2310.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Name cannot be released,5000,10000,5000.0,Developing Skills,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Name cannot be released,3250,6500,3250.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Name cannot be released,6000,15000,9000.0,Other,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,"ARTS, ENTERTAINMENT AND RECREATION"
Name cannot be released,3740,10370,6630.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING
Name cannot be released,3000,10000,7000.0,Other,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Name cannot be released,3800,7600,3800.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Name cannot be released,25000,25000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,STRANGFORD,UNKNOWN
